num_links,num_words,num_special_chars,has_spammy_keywords,label
3,195,13,0,SPAM
0,13,8,0,NOT SPAM
2,176,19,0,SPAM
3,50,15,1,NOT SPAM
4,147,16,1,SPAM
2,185,16,0,SPAM
2,180,1,0,NOT SPAM
1,76,9,0,NOT SPAM
4,132,10,0,NOT SPAM
3,174,2,0,NOT SPAM
3,114,1,1,NOT SPAM
2,149,3,1,NOT SPAM
1,39,7,0,NOT SPAM
3,163,18,1,SPAM
1,136,19,1,SPAM
0,52,17,1,NOT SPAM
3,146,0,1,NOT SPAM
2,157,1,1,NOT SPAM
3,50,7,0,NOT SPAM
3,52,9,1,NOT SPAM
0,172,18,1,SPAM
3,182,6,1,SPAM
2,11,16,1,NOT SPAM
2,99,2,1,NOT SPAM
3,64,14,1,NOT SPAM
1,39,3,1,NOT SPAM
1,195,16,1,SPAM
2,152,10,1,SPAM
1,148,5,0,NOT SPAM
0,154,16,0,SPAM
2,168,9,1,SPAM
4,23,0,1,NOT SPAM
2,134,17,0,SPAM
0,72,13,1,NOT SPAM
1,102,18,0,SPAM
5,11,17,0,NOT SPAM
4,51,0,0,NOT SPAM
4,181,0,0,NOT SPAM
4,47,8,1,NOT SPAM
3,36,13,0,NOT SPAM
2,149,2,1,NOT SPAM
1,132,11,1,SPAM
1,123,16,1,SPAM
1,18,16,0,NOT SPAM
0,85,1,0,NOT SPAM
1,164,5,0,NOT SPAM
4,192,0,1,SPAM
0,192,11,1,SPAM
1,56,3,0,NOT SPAM
3,198,15,1,SPAM
1,8,19,0,NOT SPAM
2,195,10,0,SPAM
1,37,19,1,NOT SPAM
2,110,19,1,SPAM
3,133,9,0,NOT SPAM
1,101,7,0,NOT SPAM
5,68,1,1,NOT SPAM
5,132,7,1,NOT SPAM
1,41,0,1,NOT SPAM
0,130,6,1,NOT SPAM
1,74,13,0,NOT SPAM
3,139,3,0,NOT SPAM
1,108,16,0,NOT SPAM
0,156,1,0,NOT SPAM
3,118,1,0,NOT SPAM
2,59,7,0,NOT SPAM
0,125,6,0,NOT SPAM
0,127,7,0,NOT SPAM
1,7,19,1,NOT SPAM
2,96,16,1,SPAM
1,155,16,0,SPAM
0,168,6,1,SPAM
3,189,4,0,SPAM
0,123,14,0,SPAM
2,180,1,1,NOT SPAM
1,145,10,0,SPAM
1,65,16,1,NOT SPAM
3,156,12,0,SPAM
2,175,3,0,NOT SPAM
3,105,17,1,SPAM
3,120,13,1,SPAM
5,37,18,0,NOT SPAM
2,82,2,1,NOT SPAM
0,28,3,1,NOT SPAM
1,154,8,1,NOT SPAM
1,56,13,1,NOT SPAM
2,105,16,1,SPAM
3,120,1,0,NOT SPAM
4,127,13,0,SPAM
0,10,15,1,NOT SPAM
1,151,18,1,SPAM
2,80,15,0,NOT SPAM
2,94,10,1,NOT SPAM
3,161,13,1,SPAM
1,127,6,1,NOT SPAM
1,68,4,0,NOT SPAM
2,146,7,0,NOT SPAM
0,85,16,0,NOT SPAM
3,162,13,1,SPAM
3,75,9,1,NOT SPAM
3,153,11,0,SPAM
3,69,4,1,NOT SPAM
2,117,7,1,NOT SPAM
5,106,11,1,NOT SPAM
3,8,3,0,NOT SPAM
1,178,12,1,SPAM
4,140,16,0,SPAM
2,150,4,1,NOT SPAM
2,64,5,1,NOT SPAM
0,49,8,1,NOT SPAM
1,76,4,0,NOT SPAM
2,99,1,1,NOT SPAM
1,35,2,1,NOT SPAM
3,160,10,0,SPAM
5,124,9,1,SPAM
2,68,2,1,NOT SPAM
2,169,8,1,SPAM
2,71,7,0,NOT SPAM
1,113,15,0,SPAM
1,72,1,0,NOT SPAM
3,39,9,1,NOT SPAM
4,102,13,1,NOT SPAM
2,40,4,0,NOT SPAM
4,189,0,0,NOT SPAM
2,136,12,0,SPAM
3,53,3,0,NOT SPAM
2,171,8,0,SPAM
3,22,15,0,NOT SPAM
2,64,18,0,NOT SPAM
3,90,13,1,NOT SPAM
0,142,19,1,SPAM
2,117,7,0,NOT SPAM
2,27,9,1,NOT SPAM
3,72,19,0,SPAM
2,63,0,1,NOT SPAM
0,94,19,1,NOT SPAM
1,11,4,0,NOT SPAM
4,17,14,1,NOT SPAM
2,135,7,1,SPAM
2,172,9,1,SPAM
1,15,5,1,NOT SPAM
2,55,14,0,NOT SPAM
1,155,14,0,SPAM
2,36,9,1,NOT SPAM
1,173,18,1,SPAM
2,46,3,0,NOT SPAM
1,170,5,1,NOT SPAM
3,199,14,0,SPAM
1,106,5,1,NOT SPAM
2,125,17,1,SPAM
1,82,10,1,NOT SPAM
0,76,11,0,NOT SPAM
1,110,7,1,NOT SPAM
2,123,13,0,NOT SPAM
0,174,3,0,NOT SPAM
2,175,17,0,SPAM
2,37,5,0,NOT SPAM
0,83,5,1,NOT SPAM
1,169,18,0,SPAM
2,82,1,0,NOT SPAM
0,123,3,0,NOT SPAM
4,61,4,0,NOT SPAM
4,196,14,1,SPAM
1,196,2,0,SPAM
2,192,15,0,SPAM
3,56,12,0,NOT SPAM
4,76,11,0,NOT SPAM
3,72,8,1,NOT SPAM
1,104,10,0,NOT SPAM
3,86,7,1,NOT SPAM
1,159,6,0,NOT SPAM
1,63,3,1,NOT SPAM
1,23,1,0,NOT SPAM
3,7,18,0,NOT SPAM
0,43,11,0,NOT SPAM
3,70,2,0,NOT SPAM
0,77,18,1,NOT SPAM
2,188,2,0,SPAM
0,138,18,1,SPAM
0,32,18,0,NOT SPAM
0,180,6,0,SPAM
1,102,13,1,NOT SPAM
1,97,3,0,NOT SPAM
3,180,5,1,SPAM
1,199,13,0,SPAM
0,186,7,0,SPAM
3,130,17,1,SPAM
2,20,14,0,NOT SPAM
1,39,18,1,NOT SPAM
1,79,17,0,NOT SPAM
3,111,14,0,NOT SPAM
3,91,11,1,NOT SPAM
1,162,17,0,SPAM
2,180,4,0,SPAM
3,73,14,1,NOT SPAM
2,120,8,1,NOT SPAM
1,12,7,0,NOT SPAM
2,111,7,1,NOT SPAM
1,111,2,1,NOT SPAM
2,118,12,1,NOT SPAM
4,183,12,0,SPAM
1,14,11,0,NOT SPAM
0,32,14,0,NOT SPAM
1,168,13,1,SPAM
4,64,0,0,NOT SPAM
2,14,1,0,NOT SPAM
0,146,3,0,NOT SPAM
1,106,12,0,NOT SPAM
0,67,9,0,NOT SPAM
3,179,12,1,SPAM
1,60,0,1,NOT SPAM
2,138,10,1,SPAM
2,151,17,0,SPAM
3,184,8,1,SPAM
2,194,5,0,SPAM
1,132,12,1,SPAM
4,181,4,0,SPAM
2,82,9,0,NOT SPAM
2,143,4,1,NOT SPAM
1,50,9,1,NOT SPAM
4,73,4,1,NOT SPAM
1,49,19,1,NOT SPAM
3,99,10,0,NOT SPAM
2,112,4,0,NOT SPAM
1,62,4,0,NOT SPAM
1,164,16,1,SPAM
0,119,4,0,NOT SPAM
1,14,0,0,NOT SPAM
1,145,12,0,SPAM
1,115,3,0,NOT SPAM
3,17,7,1,NOT SPAM
2,40,19,1,NOT SPAM
3,90,5,1,NOT SPAM
0,132,14,1,SPAM
1,126,14,0,SPAM
1,151,15,0,SPAM
5,122,8,1,SPAM
5,139,4,1,NOT SPAM
3,19,15,1,NOT SPAM
3,85,6,0,NOT SPAM
2,50,2,1,NOT SPAM
2,52,9,0,NOT SPAM
2,70,15,0,NOT SPAM
0,8,11,1,NOT SPAM
2,7,8,1,NOT SPAM
1,7,15,1,NOT SPAM
2,73,8,1,NOT SPAM
2,97,6,1,NOT SPAM
4,32,10,1,NOT SPAM
4,27,16,0,NOT SPAM
2,34,9,1,NOT SPAM
2,66,14,1,NOT SPAM
4,91,9,0,NOT SPAM
2,55,1,0,NOT SPAM
4,45,15,0,NOT SPAM
0,68,6,1,NOT SPAM
0,47,14,0,NOT SPAM
2,95,16,0,SPAM
2,62,12,1,NOT SPAM
3,63,18,1,NOT SPAM
3,172,7,0,SPAM
4,178,8,1,SPAM
1,66,18,1,NOT SPAM
2,181,16,1,SPAM
1,120,9,0,NOT SPAM
1,115,13,1,SPAM
5,27,11,1,NOT SPAM
1,176,19,0,SPAM
3,176,6,0,SPAM
1,23,8,0,NOT SPAM
0,176,17,0,SPAM
1,15,6,1,NOT SPAM
0,64,3,1,NOT SPAM
1,170,7,1,SPAM
3,7,17,1,NOT SPAM
2,148,14,1,SPAM
1,13,6,1,NOT SPAM
3,45,7,1,NOT SPAM
3,42,0,0,NOT SPAM
0,73,10,1,NOT SPAM
2,197,9,1,SPAM
1,39,4,0,NOT SPAM
2,131,1,1,NOT SPAM
0,167,1,0,NOT SPAM
3,52,18,0,NOT SPAM
2,111,15,1,SPAM
4,12,10,0,NOT SPAM
1,31,13,1,NOT SPAM
4,13,4,0,NOT SPAM
1,162,3,0,NOT SPAM
1,18,18,1,NOT SPAM
0,155,9,1,SPAM
4,33,8,0,NOT SPAM
4,30,17,0,NOT SPAM
2,147,4,1,NOT SPAM
2,119,16,1,SPAM
2,77,17,0,NOT SPAM
2,85,0,1,NOT SPAM
4,71,13,0,NOT SPAM
0,148,13,1,SPAM
4,145,13,1,SPAM
1,94,0,0,NOT SPAM
1,100,3,1,NOT SPAM
2,156,6,0,NOT SPAM
3,122,11,0,NOT SPAM
2,66,12,0,NOT SPAM
7,189,14,0,SPAM
5,40,19,1,NOT SPAM
2,192,1,1,SPAM
3,128,13,0,SPAM
2,26,11,1,NOT SPAM
2,109,12,1,NOT SPAM
2,118,13,1,NOT SPAM
2,114,2,1,NOT SPAM
2,7,12,1,NOT SPAM
1,168,7,1,SPAM
0,101,15,0,NOT SPAM
5,40,5,1,NOT SPAM
5,14,10,1,NOT SPAM
1,104,14,0,NOT SPAM
2,25,18,0,NOT SPAM
0,181,1,0,NOT SPAM
1,108,10,1,NOT SPAM
2,119,19,0,SPAM
0,141,19,0,SPAM
2,116,8,1,NOT SPAM
4,124,3,0,NOT SPAM
3,83,16,1,NOT SPAM
3,184,7,1,SPAM
5,100,15,1,SPAM
3,180,0,1,SPAM
6,192,9,1,SPAM
1,112,6,1,NOT SPAM
4,123,14,1,SPAM
0,182,0,1,NOT SPAM
2,171,15,0,SPAM
4,148,1,0,NOT SPAM
2,32,2,1,NOT SPAM
3,10,14,1,NOT SPAM
0,65,17,1,NOT SPAM
0,10,14,1,NOT SPAM
2,126,3,1,NOT SPAM
5,198,2,0,SPAM
1,109,6,0,NOT SPAM
1,172,19,1,SPAM
2,66,18,0,NOT SPAM
2,32,7,0,NOT SPAM
1,84,6,1,NOT SPAM
0,179,3,1,NOT SPAM
3,13,9,1,NOT SPAM
1,184,9,0,SPAM
1,19,14,1,NOT SPAM
1,166,17,1,SPAM
2,24,9,1,NOT SPAM
2,64,8,0,NOT SPAM
2,190,8,0,SPAM
0,79,15,1,NOT SPAM
3,98,16,1,SPAM
4,71,15,0,NOT SPAM
1,6,5,0,NOT SPAM
5,182,4,1,NOT SPAM
2,146,6,1,NOT SPAM
1,188,12,0,SPAM
3,48,7,0,NOT SPAM
2,178,0,0,NOT SPAM
1,138,9,0,NOT SPAM
2,140,19,0,SPAM
1,43,19,1,NOT SPAM
4,97,0,1,NOT SPAM
3,48,19,1,NOT SPAM
3,31,13,0,NOT SPAM
5,20,14,1,NOT SPAM
1,43,5,1,NOT SPAM
3,133,19,1,SPAM
3,183,1,1,NOT SPAM
5,195,6,0,SPAM
2,37,19,1,NOT SPAM
0,54,18,0,NOT SPAM
2,107,4,1,NOT SPAM
4,186,7,0,SPAM
1,31,2,1,NOT SPAM
4,128,12,1,NOT SPAM
2,90,5,0,NOT SPAM
1,151,13,0,SPAM
2,32,6,0,NOT SPAM
2,155,10,0,SPAM
2,68,8,1,NOT SPAM
3,171,9,1,SPAM
4,53,19,0,NOT SPAM
2,191,16,1,SPAM
0,152,7,1,NOT SPAM
2,193,5,1,SPAM
2,115,10,0,NOT SPAM
1,132,2,1,NOT SPAM
1,13,5,1,NOT SPAM
1,27,16,0,NOT SPAM
1,139,6,0,NOT SPAM
2,163,5,1,SPAM
1,64,12,1,NOT SPAM
2,65,13,0,NOT SPAM
4,79,18,1,NOT SPAM
4,158,7,0,SPAM
2,104,12,1,NOT SPAM
2,58,19,0,NOT SPAM
2,35,8,0,NOT SPAM
0,173,4,1,NOT SPAM
1,32,10,0,NOT SPAM
0,94,6,1,NOT SPAM
1,10,5,1,NOT SPAM
1,38,11,1,NOT SPAM
3,96,11,1,NOT SPAM
2,112,5,1,NOT SPAM
2,13,3,0,NOT SPAM
3,97,12,1,NOT SPAM
1,102,11,1,NOT SPAM
6,16,14,1,NOT SPAM
2,20,7,0,NOT SPAM
4,75,12,0,NOT SPAM
2,163,10,0,SPAM
0,165,10,0,SPAM
3,139,10,1,SPAM
1,7,18,1,NOT SPAM
1,152,16,0,SPAM
2,9,0,0,NOT SPAM
1,199,12,0,SPAM
3,42,19,0,NOT SPAM
2,83,8,1,NOT SPAM
4,103,10,0,NOT SPAM
0,188,8,1,SPAM
2,155,16,1,SPAM
2,6,6,0,NOT SPAM
2,104,7,1,NOT SPAM
3,153,1,1,NOT SPAM
3,146,13,0,SPAM
0,194,9,1,SPAM
2,143,8,0,NOT SPAM
2,136,0,0,NOT SPAM
3,51,11,0,NOT SPAM
3,120,13,1,SPAM
1,98,18,1,SPAM
1,104,10,0,NOT SPAM
2,24,8,0,NOT SPAM
1,184,16,1,SPAM
2,20,19,1,NOT SPAM
5,177,5,0,SPAM
4,140,5,1,NOT SPAM
3,194,19,1,SPAM
4,153,9,1,SPAM
0,68,9,1,NOT SPAM
0,108,16,1,NOT SPAM
0,162,13,0,SPAM
1,168,4,0,NOT SPAM
2,137,2,0,NOT SPAM
1,42,10,0,NOT SPAM
1,23,18,0,NOT SPAM
0,78,19,0,NOT SPAM
3,159,18,1,SPAM
3,145,13,1,SPAM
2,141,14,0,SPAM
2,21,2,1,NOT SPAM
1,99,2,0,NOT SPAM
0,176,8,0,SPAM
1,49,10,0,NOT SPAM
0,92,14,1,NOT SPAM
4,46,16,1,NOT SPAM
2,55,11,1,NOT SPAM
1,190,16,1,SPAM
5,117,8,0,NOT SPAM
1,190,12,1,SPAM
2,162,7,1,NOT SPAM
3,137,5,1,NOT SPAM
1,12,6,0,NOT SPAM
1,41,0,0,NOT SPAM
2,51,9,1,NOT SPAM
1,104,14,1,NOT SPAM
1,93,13,1,NOT SPAM
2,177,3,0,NOT SPAM
0,137,3,1,NOT SPAM
3,195,8,0,SPAM
1,90,14,0,NOT SPAM
1,179,11,1,SPAM
1,29,8,0,NOT SPAM
3,130,2,1,NOT SPAM
3,182,14,1,SPAM
1,177,10,1,SPAM
2,120,5,1,NOT SPAM
2,124,14,0,NOT SPAM
2,34,6,1,NOT SPAM
1,52,18,1,NOT SPAM
2,183,13,0,SPAM
2,98,3,0,NOT SPAM
0,59,0,1,NOT SPAM
3,187,12,0,SPAM
1,50,10,1,NOT SPAM
4,35,17,1,NOT SPAM
3,166,8,1,SPAM
4,96,10,0,NOT SPAM
3,78,5,1,NOT SPAM
0,165,15,0,SPAM
2,60,4,0,NOT SPAM
2,190,0,1,NOT SPAM
1,126,13,1,SPAM
1,61,18,1,NOT SPAM
1,21,5,0,NOT SPAM
4,143,11,0,SPAM
1,21,6,1,NOT SPAM
2,109,9,0,NOT SPAM
0,142,9,0,NOT SPAM
1,158,12,0,SPAM
4,138,6,1,NOT SPAM
0,85,18,1,NOT SPAM
2,20,0,0,NOT SPAM
0,107,14,0,NOT SPAM
3,94,13,1,NOT SPAM
2,8,12,0,NOT SPAM
2,66,6,0,NOT SPAM
2,196,11,1,SPAM
1,60,7,1,NOT SPAM
2,155,14,1,SPAM
2,37,16,0,NOT SPAM
3,35,11,1,NOT SPAM
3,139,12,0,SPAM
1,137,7,1,NOT SPAM
3,169,9,1,SPAM
3,5,6,1,NOT SPAM
4,49,1,1,NOT SPAM
0,51,15,1,NOT SPAM
1,34,3,1,NOT SPAM
0,85,5,0,NOT SPAM
1,192,6,1,SPAM
0,28,18,0,NOT SPAM
2,35,3,1,NOT SPAM
5,32,9,0,NOT SPAM
0,177,3,0,NOT SPAM
6,136,19,0,SPAM
0,193,4,1,SPAM
4,43,13,0,NOT SPAM
2,87,10,1,NOT SPAM
3,156,1,0,NOT SPAM
1,75,8,1,NOT SPAM
4,178,11,0,SPAM
2,185,0,0,NOT SPAM
1,180,14,1,SPAM
0,13,5,0,NOT SPAM
3,26,16,0,NOT SPAM
4,131,14,0,SPAM
2,6,13,0,NOT SPAM
4,95,18,1,SPAM
3,20,8,0,NOT SPAM
2,9,2,1,NOT SPAM
5,144,14,1,SPAM
1,184,16,0,SPAM
2,158,1,0,NOT SPAM
2,19,3,1,NOT SPAM
1,71,13,0,NOT SPAM
0,77,10,0,NOT SPAM
3,191,11,1,SPAM
3,96,15,1,NOT SPAM
3,171,11,0,SPAM
2,67,1,0,NOT SPAM
3,104,6,0,NOT SPAM
3,29,2,0,NOT SPAM
0,45,2,1,NOT SPAM
1,32,12,1,NOT SPAM
4,115,6,0,NOT SPAM
1,25,4,1,NOT SPAM
2,65,4,1,NOT SPAM
3,107,19,1,SPAM
1,189,5,0,SPAM
1,143,12,1,SPAM
4,151,6,0,NOT SPAM
5,79,1,1,NOT SPAM
1,5,8,1,NOT SPAM
1,164,18,0,SPAM
5,113,1,0,NOT SPAM
0,81,12,0,NOT SPAM
2,166,7,0,NOT SPAM
1,21,15,0,NOT SPAM
2,187,0,0,SPAM
2,115,10,0,NOT SPAM
1,23,7,1,NOT SPAM
3,78,19,1,NOT SPAM
3,174,0,1,NOT SPAM
3,63,6,0,NOT SPAM
1,119,8,1,NOT SPAM
0,42,1,0,NOT SPAM
2,35,18,1,NOT SPAM
1,198,5,0,SPAM
4,110,4,0,NOT SPAM
4,115,12,0,NOT SPAM
1,54,9,1,NOT SPAM
0,130,0,1,NOT SPAM
2,162,17,1,SPAM
2,107,13,0,NOT SPAM
4,167,11,1,SPAM
1,63,5,1,NOT SPAM
1,125,13,1,NOT SPAM
2,149,16,1,SPAM
6,99,6,0,NOT SPAM
1,198,2,0,NOT SPAM
0,153,16,0,SPAM
1,98,9,1,NOT SPAM
1,56,2,0,NOT SPAM
0,197,15,0,SPAM
1,146,5,0,NOT SPAM
1,20,3,1,NOT SPAM
4,59,19,0,NOT SPAM
6,141,8,1,SPAM
1,140,6,0,NOT SPAM
1,166,15,1,SPAM
1,113,5,0,NOT SPAM
2,165,11,1,SPAM
0,98,2,1,NOT SPAM
5,11,11,1,NOT SPAM
2,153,19,1,SPAM
2,137,13,1,SPAM
1,144,13,0,SPAM
1,191,8,1,SPAM
1,85,3,0,NOT SPAM
6,190,19,1,SPAM
2,92,14,0,NOT SPAM
1,169,6,0,NOT SPAM
0,112,19,0,SPAM
4,87,18,1,SPAM
0,49,5,0,NOT SPAM
4,84,18,1,NOT SPAM
1,29,6,1,NOT SPAM
3,31,0,0,NOT SPAM
2,55,6,1,NOT SPAM
2,123,2,0,NOT SPAM
3,174,5,1,SPAM
1,112,5,0,NOT SPAM
1,174,10,1,SPAM
1,64,1,0,NOT SPAM
2,76,5,1,NOT SPAM
1,190,17,1,SPAM
1,84,13,0,NOT SPAM
1,76,11,1,NOT SPAM
3,100,8,1,NOT SPAM
6,130,12,1,SPAM
2,154,19,1,SPAM
0,100,0,0,NOT SPAM
0,190,7,1,SPAM
3,143,8,0,NOT SPAM
3,113,16,0,NOT SPAM
4,10,12,1,NOT SPAM
2,26,3,1,NOT SPAM
0,107,5,0,NOT SPAM
2,16,12,0,NOT SPAM
3,31,16,1,NOT SPAM
2,133,18,1,SPAM
1,196,7,1,SPAM
2,84,16,0,NOT SPAM
2,171,16,0,SPAM
1,64,14,1,NOT SPAM
1,120,0,0,NOT SPAM
4,74,1,1,NOT SPAM
2,186,19,0,SPAM
4,157,9,0,SPAM
1,152,15,0,SPAM
1,40,3,1,NOT SPAM
3,155,7,0,NOT SPAM
2,133,15,0,NOT SPAM
1,159,6,1,NOT SPAM
1,56,4,1,NOT SPAM
1,134,7,0,NOT SPAM
1,153,2,0,NOT SPAM
0,141,2,1,NOT SPAM
3,115,17,1,SPAM
4,92,3,0,NOT SPAM
1,52,3,1,NOT SPAM
3,109,14,1,SPAM
0,171,14,1,SPAM
3,46,3,1,NOT SPAM
1,98,1,0,NOT SPAM
2,49,2,1,NOT SPAM
3,134,9,1,NOT SPAM
2,199,0,1,NOT SPAM
1,175,17,0,SPAM
1,108,4,1,NOT SPAM
2,111,8,0,NOT SPAM
1,150,19,1,SPAM
2,43,5,0,NOT SPAM
2,138,18,0,SPAM
3,174,8,1,SPAM
5,184,17,0,SPAM
2,31,14,1,NOT SPAM
2,147,14,0,SPAM
1,23,13,0,NOT SPAM
4,194,2,0,NOT SPAM
2,68,7,1,NOT SPAM
2,55,18,0,NOT SPAM
0,179,10,0,SPAM
1,61,3,0,NOT SPAM
1,24,14,1,NOT SPAM
1,24,9,1,NOT SPAM
2,86,19,0,NOT SPAM
3,196,10,0,SPAM
3,105,8,1,NOT SPAM
4,42,16,1,NOT SPAM
3,42,8,0,NOT SPAM
1,69,8,1,NOT SPAM
3,80,8,1,NOT SPAM
1,137,1,1,NOT SPAM
2,196,12,0,SPAM
0,127,0,0,NOT SPAM
1,129,5,0,NOT SPAM
1,31,5,0,NOT SPAM
4,107,15,0,NOT SPAM
1,24,11,1,NOT SPAM
2,64,14,1,NOT SPAM
2,172,6,0,NOT SPAM
1,87,1,1,NOT SPAM
3,10,11,1,NOT SPAM
4,168,19,1,SPAM
0,116,1,1,NOT SPAM
2,197,3,0,NOT SPAM
2,143,2,1,NOT SPAM
5,181,1,0,NOT SPAM
2,118,17,1,SPAM
2,88,2,1,NOT SPAM
4,160,9,1,SPAM
1,26,11,0,NOT SPAM
4,88,3,0,NOT SPAM
3,51,19,1,NOT SPAM
6,106,6,1,NOT SPAM
0,84,19,1,NOT SPAM
3,198,18,0,SPAM
1,29,7,0,NOT SPAM
1,95,2,0,NOT SPAM
2,71,14,1,NOT SPAM
2,164,7,1,SPAM
1,149,17,0,SPAM
2,44,13,0,NOT SPAM
3,34,18,0,NOT SPAM
2,63,3,1,NOT SPAM
2,32,2,1,NOT SPAM
4,51,8,1,NOT SPAM
1,121,9,0,NOT SPAM
0,155,7,0,NOT SPAM
3,87,19,1,SPAM
2,61,1,1,NOT SPAM
5,133,0,1,NOT SPAM
3,33,3,1,NOT SPAM
7,182,15,1,SPAM
1,68,4,1,NOT SPAM
4,103,17,0,SPAM
1,41,13,0,NOT SPAM
2,193,12,0,SPAM
4,132,15,0,SPAM
2,139,14,1,SPAM
0,94,18,0,NOT SPAM
2,91,3,0,NOT SPAM
2,68,18,0,NOT SPAM
0,22,12,1,NOT SPAM
1,33,10,0,NOT SPAM
3,118,17,0,SPAM
0,64,10,1,NOT SPAM
1,58,0,1,NOT SPAM
1,76,14,1,NOT SPAM
2,153,9,0,SPAM
0,153,3,0,NOT SPAM
0,62,5,1,NOT SPAM
0,181,1,0,NOT SPAM
3,40,16,0,NOT SPAM
3,149,11,0,SPAM
0,84,4,0,NOT SPAM
2,185,18,1,SPAM
3,19,5,0,NOT SPAM
5,44,16,1,NOT SPAM
3,85,18,0,NOT SPAM
1,55,19,1,NOT SPAM
3,197,2,0,SPAM
2,145,7,0,NOT SPAM
0,170,4,0,NOT SPAM
2,101,4,1,NOT SPAM
4,158,16,0,SPAM
3,147,18,1,SPAM
2,121,18,0,SPAM
3,137,9,0,NOT SPAM
3,6,2,0,NOT SPAM
1,119,12,1,SPAM
1,82,15,1,NOT SPAM
5,97,11,1,NOT SPAM
2,197,16,0,SPAM
4,81,1,0,NOT SPAM
4,64,15,0,NOT SPAM
2,100,10,1,NOT SPAM
2,102,0,1,NOT SPAM
3,60,11,0,NOT SPAM
4,122,5,0,NOT SPAM
1,123,18,1,SPAM
2,42,4,1,NOT SPAM
1,189,2,0,SPAM
6,106,17,1,SPAM
2,55,17,1,NOT SPAM
2,173,11,1,SPAM
1,131,17,1,SPAM
4,107,9,1,NOT SPAM
2,184,3,0,NOT SPAM
3,133,19,0,SPAM
1,89,18,1,SPAM
4,107,3,0,NOT SPAM
4,22,10,1,NOT SPAM
0,31,2,0,NOT SPAM
8,96,14,0,NOT SPAM
3,76,15,0,NOT SPAM
2,99,11,1,NOT SPAM
3,80,17,0,NOT SPAM
0,174,5,0,NOT SPAM
2,10,14,1,NOT SPAM
2,94,1,0,NOT SPAM
1,84,11,0,NOT SPAM
3,87,9,1,NOT SPAM
2,86,3,0,NOT SPAM
2,156,7,1,SPAM
2,49,14,1,NOT SPAM
3,75,18,1,NOT SPAM
3,11,15,1,NOT SPAM
3,148,12,0,SPAM
1,130,14,1,SPAM
2,62,13,0,NOT SPAM
3,61,14,1,NOT SPAM
0,174,11,1,SPAM
3,115,10,0,NOT SPAM
1,146,2,1,NOT SPAM
1,60,13,1,NOT SPAM
0,16,1,1,NOT SPAM
2,97,17,1,SPAM
3,19,2,0,NOT SPAM
2,12,8,1,NOT SPAM
4,190,10,0,SPAM
1,57,2,1,NOT SPAM
2,141,4,1,NOT SPAM
1,178,8,0,SPAM
2,96,9,0,NOT SPAM
4,11,5,0,NOT SPAM
0,48,5,1,NOT SPAM
3,18,10,1,NOT SPAM
1,79,16,0,NOT SPAM
2,119,1,1,NOT SPAM
1,96,8,1,NOT SPAM
2,138,17,0,SPAM
3,167,4,0,NOT SPAM
3,193,5,0,SPAM
1,156,3,1,NOT SPAM
1,77,8,0,NOT SPAM
3,134,4,0,NOT SPAM
5,183,3,1,SPAM
1,35,8,0,NOT SPAM
3,130,17,1,SPAM
1,123,10,0,NOT SPAM
1,31,15,0,NOT SPAM
2,114,1,1,NOT SPAM
0,163,15,0,SPAM
2,110,18,0,SPAM
2,175,9,0,SPAM
1,124,3,1,NOT SPAM
4,86,11,1,NOT SPAM
5,56,8,0,NOT SPAM
2,18,12,1,NOT SPAM
1,191,4,1,SPAM
2,24,1,1,NOT SPAM
3,122,2,1,NOT SPAM
0,56,7,0,NOT SPAM
1,105,5,0,NOT SPAM
5,44,4,0,NOT SPAM
3,72,3,0,NOT SPAM
0,48,19,1,NOT SPAM
4,138,15,0,SPAM
2,91,7,0,NOT SPAM
2,124,11,0,NOT SPAM
1,61,4,0,NOT SPAM
4,190,4,0,SPAM
1,76,12,0,NOT SPAM
1,162,10,1,SPAM
3,56,10,1,NOT SPAM
2,15,18,0,NOT SPAM
2,179,6,0,SPAM
1,9,16,0,NOT SPAM
2,135,4,1,NOT SPAM
2,147,5,1,NOT SPAM
1,134,17,0,SPAM
2,6,17,0,NOT SPAM
1,186,8,1,SPAM
3,178,17,0,SPAM
0,98,18,0,NOT SPAM
1,131,16,1,SPAM
2,130,8,1,SPAM
3,45,0,1,NOT SPAM
3,34,19,0,NOT SPAM
0,48,17,1,NOT SPAM
1,14,12,1,NOT SPAM
2,34,7,0,NOT SPAM
0,79,13,1,NOT SPAM
2,53,2,1,NOT SPAM
3,167,3,1,NOT SPAM
2,197,10,0,SPAM
4,149,6,0,SPAM
2,163,4,1,NOT SPAM
2,74,1,0,NOT SPAM
0,184,5,0,SPAM
0,30,19,0,NOT SPAM
2,104,4,1,NOT SPAM
1,137,14,0,SPAM
1,115,10,0,NOT SPAM
3,18,4,0,NOT SPAM
2,55,17,1,NOT SPAM
4,19,7,0,NOT SPAM
3,132,10,0,NOT SPAM
2,144,16,0,SPAM
1,50,13,0,NOT SPAM
1,196,1,1,SPAM
2,76,6,0,NOT SPAM
5,191,17,1,SPAM
4,99,0,0,NOT SPAM
1,158,14,1,SPAM
0,33,0,0,NOT SPAM
0,136,16,1,SPAM
5,182,6,1,SPAM
4,29,15,1,NOT SPAM
2,172,1,0,NOT SPAM
2,36,14,1,NOT SPAM
4,104,19,0,SPAM
3,41,10,1,NOT SPAM
6,130,1,0,NOT SPAM
